,Postal_Code,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
15,41300,La Rinconada,Sevilla,Andalucia,77465827.79212199,37380.0,0.49,0.51,0.2,0.67,0.13,0.14,0.59,0.08,0.2,9902.19,22800.0,0.97,0.03,19130.0,0.79
16,29649,Fuengirola,Málaga,Andalucia,45260.85641859172,33630.0,0.49,0.52,0.13,0.67,0.19,0.04,0.63,0.22,0.13,1659.99,20762.67,0.59,0.41,35980.0,0.48
17,18810,Baza,Granada,Andalucia,161396567.65122417,18960.0,0.51,0.49,0.13,0.64,0.23,0.22,0.58,0.07,0.13,892.61,19785.83,0.91,0.09,11930.0,0.64
18,41599,La Roda de Andalucía,Sevilla,Andalucia,30391798.25142917,13415.0,0.5,0.5,0.18,0.65,0.17,0.19,0.59,0.04,0.18,495.98,18772.33,0.97,0.03,6140.0,0.79
19,41728,Utrera,Sevilla,Andalucia,59546935.8270541,14645.0,0.56,0.44,0.21,0.71,0.11,0.15,0.59,0.05,0.21,13.48,19880.6,0.97,0.03,7745.0,0.7
20,41727,Utrera,Sevilla,Andalucia,43261924.13371752,13385.0,0.54,0.46,0.22,0.7,0.08,0.16,0.58,0.05,0.22,23.6,20159.25,1.0,0.0,6595.0,0.73
21,41720,Utrera,Sevilla,Andalucia,23158217.59608458,42310.0,0.51,0.49,0.21,0.69,0.12,0.18,0.54,0.08,0.21,8382.93,20409.62,0.99,0.02,16255.0,0.85
22,29650,Alhaurín el Grande,Málaga,Andalucia,80933.6137620972,66370.0,0.5,0.5,0.18,0.63,0.19,0.07,0.59,0.17,0.18,1367.62,22292.0,0.63,0.37,49660.0,0.58
23,41659,El Saucejo,Sevilla,Andalucia,31272415.73434364,15755.0,0.51,0.49,0.16,0.67,0.17,0.24,0.56,0.05,0.16,176.48,18520.0,0.97,0.03,7185.0,0.79
24,41650,El Saucejo,Sevilla,Andalucia,14561535.782833256,5420.0,0.51,0.49,0.15,0.66,0.19,0.26,0.55,0.05,0.15,1014.76,18106.0,0.96,0.05,2415.0,0.85
25,41897,El Madroño,Sevilla,Andalucia,25877457.01029176,3685.0,0.49,0.51,0.12,0.61,0.28,0.19,0.63,0.06,0.12,49.82,20691.0,0.99,0.01,2255.0,0.67
26,29787,Nerja,Málaga,Andalucia,1002303.6059060013,3230.0,0.46,0.54,0.11,0.61,0.28,0.04,0.68,0.17,0.11,42.2,17544.0,0.45,0.55,4290.0,0.33
27,41719,Utrera,Sevilla,Andalucia,235126398.0865769,13335.0,0.52,0.48,0.2,0.68,0.13,0.17,0.58,0.05,0.2,20.13,18955.57,1.0,0.0,6955.0,0.69
28,41003,Sevilla,Sevilla,Andalucia,1469931.7657364206,57220.0,0.47,0.53,0.14,0.68,0.18,0.04,0.42,0.4,0.14,22824.04,35276.39,0.94,0.06,32535.0,0.79
29,29560,Pizarra,Málaga,Andalucia,9777567.81256445,9075.0,0.5,0.5,0.18,0.69,0.13,0.14,0.61,0.06,0.18,3139.27,20663.14,0.92,0.08,3700.0,0.87
30,41359,Villanueva del Río y Minas,Sevilla,Andalucia,69982240.77871485,14795.0,0.5,0.5,0.19,0.63,0.18,0.2,0.56,0.06,0.19,1214.17,19217.67,0.95,0.05,9075.0,0.66
31,41004,Sevilla,Sevilla,Andalucia,1224557.3191973628,24180.0,0.48,0.52,0.15,0.66,0.19,0.02,0.36,0.46,0.16,16471.01,44659.53,0.95,0.05,15200.0,0.7
32,29471,Serrato,Málaga,Andalucia,29193647.482149884,4820.0,0.5,0.5,0.11,0.67,0.22,0.27,0.56,0.06,0.11,44.46,20092.6,0.98,0.02,2940.0,0.68
33,29430,Montecorto,Málaga,Andalucia,54507218.55333068,7045.0,0.52,0.48,0.14,0.63,0.23,0.24,0.52,0.1,0.14,51.1,20369.75,0.95,0.05,3970.0,0.72
34,41140,Isla Mayor,Sevilla,Andalucia,102844403.52315098,8290.0,0.51,0.49,0.17,0.68,0.15,0.22,0.56,0.06,0.17,2483.72,19642.5,0.98,0.03,3885.0,0.85
35,41001,Sevilla,Sevilla,Andalucia,865978.5619148532,11770.0,0.46,0.54,0.1,0.67,0.23,0.02,0.39,0.48,0.11,11464.66,43789.45,0.95,0.05,9270.0,0.63
36,41002,Sevilla,Sevilla,Andalucia,894822.5061317317,30955.0,0.47,0.53,0.15,0.69,0.17,0.03,0.39,0.43,0.15,19490.39,34759.46,0.93,0.07,20655.0,0.72
37,41006,Sevilla,Sevilla,Andalucia,6273454.112960115,109360.0,0.48,0.52,0.15,0.67,0.18,0.13,0.62,0.1,0.16,25809.2,20948.3,0.93,0.07,53030.0,0.8
38,41007,Sevilla,Sevilla,Andalucia,6701785.707176616,63695.0,0.47,0.53,0.15,0.64,0.21,0.09,0.55,0.21,0.15,19631.47,30835.49,0.96,0.04,28820.0,0.87
39,41008,Sevilla,Sevilla,Andalucia,3528489.2569317627,95170.0,0.47,0.53,0.13,0.67,0.2,0.08,0.61,0.18,0.13,28715.39,27350.93,0.96,0.04,44575.0,0.86
40,41013,Sevilla,Sevilla,Andalucia,11001546.151792977,87740.0,0.47,0.53,0.17,0.64,0.19,0.09,0.49,0.25,0.18,15451.7,31947.58,0.96,0.04,41625.0,0.82
41,29220,Cuevas Bajas,Málaga,Andalucia,2802464.6964592882,11815.0,0.51,0.49,0.19,0.63,0.18,0.23,0.53,0.06,0.19,51.97,18493.67,0.94,0.06,6130.0,0.72
42,41015,Sevilla,Sevilla,Andalucia,18824887.310099408,73335.0,0.48,0.52,0.17,0.7,0.13,0.09,0.64,0.1,0.17,22964.3,23861.94,0.97,0.03,31855.0,0.86
43,41017,Sevilla,Sevilla,Andalucia,419921.48484552244,5970.0,0.49,0.51,0.18,0.65,0.17,0.22,0.57,0.02,0.18,6830.86,15178.43,0.99,0.01,4575.0,0.51
44,41908,Castilleja de Guzmán,Sevilla,Andalucia,2057641.7180826003,5735.0,0.51,0.49,0.16,0.69,0.14,0.1,0.66,0.08,0.16,1128.73,25109.67,0.95,0.05,2480.0,0.79
45,29393,Ronda,Málaga,Andalucia,427102.5068220957,5135.0,0.52,0.48,0.16,0.72,0.12,0.14,0.6,0.11,0.16,219.45,19417.5,0.92,0.08,2560.0,0.77
46,41016,Sevilla,Sevilla,Andalucia,12707019.602576545,28485.0,0.5,0.5,0.17,0.69,0.14,0.16,0.58,0.09,0.17,5608.74,20746.9,0.97,0.03,18490.0,0.65
47,41019,Sevilla,Sevilla,Andalucia,1067731.1398681095,26225.0,0.5,0.5,0.17,0.69,0.14,0.09,0.65,0.09,0.17,27912.88,22334.06,0.95,0.05,13190.0,0.86
48,41089,Dos Hermanas,Sevilla,Andalucia,14629329.51233123,39720.0,0.48,0.52,0.25,0.69,0.06,0.04,0.53,0.18,0.25,13159.09,33929.1,0.98,0.02,14195.0,0.88
49,41704,Dos Hermanas,Sevilla,Andalucia,7767672.633635148,25575.0,0.5,0.5,0.24,0.67,0.08,0.08,0.52,0.16,0.24,8372.68,30028.23,0.98,0.02,10590.0,0.84
50,11400,Jerez de la Frontera,Cádiz,Andalucia,8210227.603333147,35455.0,0.52,0.48,0.18,0.7,0.13,0.2,0.56,0.06,0.18,97.26,19562.32,0.98,0.02,20280.0,0.62
51,41701,Dos Hermanas,Sevilla,Andalucia,2642448.1303298604,52705.0,0.49,0.51,0.18,0.68,0.13,0.11,0.59,0.11,0.18,14698.01,25081.62,0.97,0.03,22065.0,0.86
52,41702,Dos Hermanas,Sevilla,Andalucia,20345002.85512463,52650.0,0.5,0.5,0.18,0.69,0.14,0.14,0.59,0.09,0.18,10521.42,23745.2,0.97,0.03,23450.0,0.79
53,41728,Dos Hermanas,Sevilla,Andalucia,47529467.50768915,14645.0,0.56,0.44,0.21,0.71,0.11,0.15,0.59,0.05,0.21,13.48,19880.6,0.97,0.03,7745.0,0.7
54,41703,Sevilla,Sevilla,Andalucia,54403.216420046105,34100.0,0.5,0.5,0.21,0.7,0.11,0.09,0.54,0.16,0.21,5355.84,28379.9,0.96,0.04,14655.0,0.85
55,41340,Tocina,Sevilla,Andalucia,9816706.555214288,6390.0,0.49,0.5,0.16,0.66,0.18,0.2,0.58,0.05,0.16,429.28,18904.75,0.97,0.03,3465.0,0.67
56,41720,Los Palacios y Villafranca,Sevilla,Andalucia,52422625.48584305,42310.0,0.51,0.49,0.21,0.69,0.12,0.18,0.54,0.08,0.21,8382.93,20409.62,0.99,0.02,16255.0,0.85
57,41440,Lora del Río,Sevilla,Andalucia,293804551.53516203,28020.0,0.51,0.49,0.17,0.67,0.16,0.2,0.57,0.06,0.17,5180.65,20182.75,0.97,0.03,15135.0,0.74
58,11530,El Puerto de Santa María,Cádiz,Andalucia,2189631.031354176,10915.0,0.48,0.52,0.17,0.76,0.07,0.05,0.63,0.14,0.17,2154.56,27502.12,0.98,0.02,18360.0,0.56
59,41820,Carrión de los Céspedes,Sevilla,Andalucia,6019283.113753532,6630.0,0.49,0.51,0.18,0.65,0.17,0.12,0.6,0.1,0.18,311.1,21768.25,0.97,0.03,3030.0,0.77
60,41240,Almadén de la Plata,Sevilla,Andalucia,256019533.57122847,8680.0,0.52,0.48,0.17,0.66,0.18,0.16,0.61,0.05,0.17,629.69,18631.25,1.0,0.01,5890.0,0.58
61,41380,Alanís,Sevilla,Andalucia,280332257.84796834,6810.0,0.5,0.5,0.16,0.64,0.2,0.21,0.57,0.06,0.16,846.79,17686.86,1.0,0.0,4390.0,0.59
62,41840,Pilas,Sevilla,Andalucia,45999026.534075,25985.0,0.5,0.5,0.19,0.65,0.16,0.12,0.59,0.1,0.19,1768.01,20710.4,0.96,0.04,11515.0,0.82
63,41710,Utrera,Sevilla,Andalucia,323653414.1255699,59820.0,0.5,0.49,0.19,0.69,0.13,0.15,0.57,0.09,0.19,10121.69,22081.44,0.98,0.02,26935.0,0.84
64,41439,Cañada Rosal,Sevilla,Andalucia,25453866.06033458,9765.0,0.53,0.47,0.13,0.73,0.14,0.23,0.58,0.05,0.13,44.93,20356.9,0.98,0.02,7500.0,0.58
65,41350,Villanueva del Río y Minas,Sevilla,Andalucia,82509060.91452321,9905.0,0.5,0.5,0.17,0.64,0.19,0.21,0.56,0.06,0.17,1025.31,18395.22,0.99,0.01,6110.0,0.62
66,41310,Brenes,Sevilla,Andalucia,21465007.223000225,20045.0,0.5,0.5,0.21,0.65,0.14,0.14,0.57,0.07,0.21,4814.32,20308.67,0.96,0.04,10530.0,0.74
67,41580,Casariche,Sevilla,Andalucia,52882775.38632213,11955.0,0.51,0.49,0.17,0.69,0.14,0.17,0.61,0.05,0.17,835.59,18805.0,0.96,0.04,6110.0,0.7
68,41780,Coripe,Sevilla,Andalucia,51471415.38048162,6805.0,0.53,0.47,0.15,0.64,0.21,0.25,0.5,0.06,0.18,24.5,19747.6,0.92,0.08,4615.0,0.6
69,41520,El Viso del Alcor,Sevilla,Andalucia,19941165.19282388,23130.0,0.5,0.5,0.19,0.67,0.14,0.17,0.55,0.09,0.19,7298.68,22882.85,0.96,0.04,11725.0,0.73
70,4288,Los Gallardos,Almería,Andalucia,6516394.792651927,20885.0,0.51,0.49,0.13,0.59,0.29,0.16,0.58,0.13,0.13,69.82,17070.45,0.68,0.32,14095.0,0.59
71,41658,Martín de la Jara,Sevilla,Andalucia,49801510.19125075,12515.0,0.51,0.49,0.16,0.67,0.16,0.18,0.59,0.07,0.16,39.05,19755.88,0.94,0.06,5160.0,0.87
72,41960,Gines,Sevilla,Andalucia,2898163.610372292,29460.0,0.49,0.51,0.2,0.69,0.11,0.06,0.52,0.22,0.2,4292.15,32304.6,0.96,0.04,11460.0,0.87
73,41670,Pruna,Sevilla,Andalucia,100653501.55815792,8470.0,0.52,0.48,0.15,0.64,0.21,0.25,0.5,0.07,0.18,489.39,19593.14,0.93,0.07,5575.0,0.6
74,41500,Alcalá de Guadaíra,Sevilla,Andalucia,283617079.3103772,88810.0,0.51,0.5,0.2,0.67,0.13,0.11,0.57,0.11,0.2,11078.76,23311.28,0.98,0.02,42645.0,0.79
75,41909,Salteras,Sevilla,Andalucia,22823.54437335687,28140.0,0.49,0.51,0.18,0.67,0.15,0.11,0.54,0.16,0.18,246.79,27849.19,0.95,0.05,12380.0,0.82
76,41909,Salteras,Sevilla,Andalucia,57498309.8138551,28140.0,0.49,0.51,0.18,0.67,0.15,0.11,0.54,0.16,0.18,246.79,27849.19,0.95,0.05,12380.0,0.82
77,41470,Peñaflor,Sevilla,Andalucia,82914083.37093985,8290.0,0.51,0.49,0.16,0.7,0.13,0.19,0.6,0.05,0.16,981.76,19729.2,1.0,0.0,4895.0,0.59
78,41808,Villanueva del Ariscal,Sevilla,Andalucia,4705438.139944933,7685.0,0.49,0.51,0.2,0.67,0.13,0.11,0.52,0.17,0.2,1970.32,24486.2,0.97,0.04,3800.0,0.73
79,41980,La Algaba,Sevilla,Andalucia,16440245.671753256,24775.0,0.5,0.51,0.18,0.68,0.13,0.14,0.58,0.1,0.18,9968.41,23053.69,0.96,0.04,10975.0,0.82
80,41920,San Juan de Aznalfarache,Sevilla,Andalucia,4113265.033534212,30880.0,0.5,0.5,0.17,0.66,0.17,0.07,0.59,0.17,0.18,10568.65,24841.38,0.96,0.04,14200.0,0.81
81,41804,Olivares,Sevilla,Andalucia,45589411.66115543,24420.0,0.49,0.51,0.2,0.69,0.12,0.1,0.58,0.12,0.2,2755.34,22887.71,0.98,0.02,11915.0,0.72
82,41120,Gelves,Sevilla,Andalucia,1683186.8734488576,18580.0,0.51,0.49,0.2,0.69,0.11,0.06,0.54,0.2,0.2,1646.73,29217.25,0.97,0.03,7705.0,0.83
83,41120,Gelves,Sevilla,Andalucia,6499921.6630118275,18580.0,0.51,0.49,0.2,0.69,0.11,0.06,0.54,0.2,0.2,1646.73,29217.25,0.97,0.03,7705.0,0.83
84,41569,Marinaleda,Sevilla,Andalucia,24820002.36515527,9375.0,0.52,0.48,0.16,0.67,0.17,0.2,0.59,0.05,0.16,109.89,20070.43,0.97,0.03,5820.0,0.67
85,41560,Estepa,Sevilla,Andalucia,10262594.84604908,41730.0,0.5,0.5,0.17,0.66,0.16,0.17,0.59,0.07,0.17,1432.87,20921.22,0.97,0.02,20005.0,0.75
86,41560,Estepa,Sevilla,Andalucia,179685193.18393153,41730.0,0.5,0.5,0.17,0.66,0.16,0.17,0.59,0.07,0.17,1432.87,20921.22,0.97,0.02,20005.0,0.75
87,41749,El Cuervo de Sevilla,Sevilla,Andalucia,30467095.029629953,12130.0,0.51,0.49,0.18,0.7,0.12,0.22,0.53,0.07,0.18,4279.49,18455.57,0.96,0.04,4865.0,0.87
88,41550,Aguadulce,Sevilla,Andalucia,13692389.229684385,6710.0,0.5,0.5,0.19,0.65,0.16,0.18,0.58,0.05,0.19,834.14,20158.8,0.98,0.02,3150.0,0.77
89,41250,El Real de la Jara,Sevilla,Andalucia,157570582.49613616,4330.0,0.51,0.49,0.16,0.65,0.19,0.18,0.6,0.07,0.16,106.84,19269.8,1.0,0.0,2815.0,0.6
90,41110,Bollullos de la Mitación,Sevilla,Andalucia,62434911.94574312,34980.0,0.51,0.49,0.21,0.67,0.11,0.11,0.53,0.15,0.21,1565.56,25921.05,0.96,0.04,14405.0,0.82
91,23190,Pegalajar,Jaén,Andalucia,23739862.36519288,2120.0,0.47,0.53,0.12,0.61,0.27,0.24,0.57,0.07,0.12,16.7,18243.33,0.99,0.01,1510.0,0.61
92,41850,Villamanrique de la Condesa,Sevilla,Andalucia,57741568.54839656,6860.0,0.52,0.48,0.2,0.68,0.12,0.15,0.57,0.08,0.2,49.48,19908.75,0.92,0.08,3320.0,0.76
93,41928,Palomares del Río,Sevilla,Andalucia,12852438.597827125,26775.0,0.51,0.49,0.23,0.69,0.08,0.05,0.48,0.23,0.23,1252.51,32276.43,0.96,0.03,11680.0,0.78
94,41530,Morón de la Frontera,Sevilla,Andalucia,432084821.763107,38955.0,0.5,0.5,0.17,0.65,0.17,0.21,0.55,0.07,0.18,4489.17,21386.79,0.98,0.02,20025.0,0.72
95,41888,El Garrobo,Sevilla,Andalucia,45095029.689091,6370.0,0.52,0.47,0.17,0.66,0.16,0.13,0.6,0.1,0.17,13.68,22429.6,0.96,0.05,4130.0,0.63
96,41950,Castilleja de la Cuesta,Sevilla,Andalucia,2203603.4834045907,25760.0,0.49,0.51,0.17,0.7,0.12,0.09,0.6,0.14,0.17,10423.53,24564.25,0.94,0.06,10190.0,0.88
97,23005,Jaén,Jaén,Andalucia,2278031.014778582,28725.0,0.48,0.52,0.17,0.67,0.16,0.1,0.53,0.2,0.17,21115.76,30077.23,0.97,0.03,12210.0,0.82
98,41927,Mairena del Aljarafe,Sevilla,Andalucia,17720419.798214387,64705.0,0.5,0.5,0.19,0.7,0.11,0.07,0.52,0.22,0.2,8982.1,30718.24,0.96,0.04,28335.0,0.82
99,41810,Castilleja del Campo,Sevilla,Andalucia,16243831.341847016,8705.0,0.49,0.51,0.16,0.68,0.16,0.12,0.61,0.1,0.16,215.75,22374.67,0.96,0.04,4740.0,0.72
100,41657,Los Corrales,Sevilla,Andalucia,67062004.07310441,14345.0,0.51,0.49,0.16,0.67,0.17,0.2,0.57,0.06,0.16,516.2,19122.7,0.94,0.06,6325.0,0.82
101,41600,Arahal,Sevilla,Andalucia,201187470.03370783,23945.0,0.51,0.49,0.18,0.66,0.16,0.17,0.55,0.08,0.19,6279.0,22465.78,0.97,0.03,13940.0,0.65
102,41659,El Saucejo,Sevilla,Andalucia,46367323.66255188,15755.0,0.51,0.49,0.16,0.67,0.17,0.24,0.56,0.05,0.16,176.48,18520.0,0.97,0.03,7185.0,0.79
103,41610,Paradas,Sevilla,Andalucia,109473144.60182801,14540.0,0.51,0.5,0.17,0.65,0.18,0.19,0.55,0.07,0.18,4172.45,20611.36,0.95,0.05,7755.0,0.71
104,29007,Málaga,Málaga,Andalucia,1867667.6112028987,45655.0,0.47,0.53,0.13,0.66,0.21,0.1,0.58,0.19,0.13,23409.08,25886.27,0.9,0.1,22875.0,0.83
105,41479,La Puebla de los Infantes,Sevilla,Andalucia,154276948.82456517,9960.0,0.5,0.5,0.16,0.65,0.2,0.25,0.55,0.05,0.16,752.56,18648.71,0.98,0.02,5860.0,0.63
106,41640,Osuna,Sevilla,Andalucia,592516396.7189237,39060.0,0.51,0.5,0.17,0.66,0.17,0.2,0.56,0.08,0.17,1824.44,21483.73,0.97,0.03,19060.0,0.74
107,29015,Málaga,Málaga,Andalucia,295119.7465112421,4100.0,0.51,0.49,0.1,0.64,0.27,0.03,0.48,0.4,0.1,7222.7,29656.0,0.84,0.17,3515.0,0.64
108,41570,Badolatosa,Sevilla,Andalucia,24564619.08866434,9240.0,0.48,0.52,0.21,0.66,0.13,0.16,0.58,0.05,0.21,1082.1,17862.0,0.98,0.02,4600.0,0.72
109,41880,El Ronquillo,Sevilla,Andalucia,76604108.57857342,9045.0,0.52,0.48,0.16,0.64,0.19,0.16,0.58,0.09,0.16,8.06,20245.88,0.97,0.03,6720.0,0.55
110,41630,Lantejuela,Sevilla,Andalucia,17758054.04552201,8030.0,0.5,0.5,0.15,0.66,0.18,0.22,0.5,0.12,0.15,1187.3,22298.6,0.98,0.02,4890.0,0.63
111,41388,San Nicolás del Puerto,Sevilla,Andalucia,23197995.83048296,1670.0,0.49,0.51,0.14,0.64,0.22,0.2,0.58,0.08,0.14,8.85,16602.5,0.99,0.01,1020.0,0.65
112,41860,Gerena,Sevilla,Andalucia,130039780.36945204,20590.0,0.51,0.49,0.18,0.68,0.13,0.13,0.58,0.11,0.18,421.59,23731.14,0.96,0.04,11180.0,0.7
113,41360,El Pedroso,Sevilla,Andalucia,314381096.07551754,7880.0,0.5,0.5,0.16,0.65,0.18,0.19,0.59,0.05,0.16,723.81,18389.71,0.99,0.01,5865.0,0.51
114,41111,Almensilla,Sevilla,Andalucia,14325779.327597355,16925.0,0.52,0.48,0.21,0.69,0.1,0.09,0.55,0.15,0.21,423.12,25297.11,0.96,0.04,7810.0,0.76
115,23529,Villatorres,Jaén,Andalucia,9634458.72277066,12345.0,0.48,0.52,0.14,0.66,0.2,0.18,0.59,0.08,0.14,42.71,19832.45,0.97,0.03,7525.0,0.65
116,41320,Cantillana,Sevilla,Andalucia,107797270.11400896,26085.0,0.51,0.49,0.19,0.66,0.16,0.16,0.59,0.06,0.19,4359.28,19745.56,0.95,0.05,14285.0,0.71
117,29740,Vélez-Málaga,Málaga,Andalucia,5652748.566152058,31060.0,0.49,0.51,0.18,0.67,0.14,0.11,0.56,0.15,0.18,9217.32,22007.87,0.89,0.11,22915.0,0.63
118,41805,Benacazón,Sevilla,Andalucia,32182216.8860554,16680.0,0.51,0.49,0.22,0.68,0.1,0.1,0.58,0.11,0.22,1130.98,22467.27,0.98,0.02,8395.0,0.72
119,41806,Umbrete,Sevilla,Andalucia,3245648.7312379875,24355.0,0.51,0.49,0.21,0.69,0.1,0.1,0.53,0.15,0.21,1809.62,25121.57,0.95,0.05,11265.0,0.76
120,4693,Huércal-Overa,Almería,Andalucia,52118846.51162262,5950.0,0.53,0.47,0.1,0.6,0.3,0.2,0.63,0.06,0.1,16.6,19190.2,0.68,0.32,3755.0,0.61
121,41806,Umbrete,Sevilla,Andalucia,9308239.746072417,24355.0,0.51,0.49,0.21,0.69,0.1,0.1,0.53,0.15,0.21,1809.62,25121.57,0.95,0.05,11265.0,0.76
122,41940,Tomares,Sevilla,Andalucia,5274915.649975431,42765.0,0.5,0.5,0.21,0.68,0.11,0.06,0.47,0.27,0.21,5964.28,31985.54,0.96,0.04,17145.0,0.89
123,41730,Las Cabezas de San Juan,Sevilla,Andalucia,211286871.89496815,20985.0,0.51,0.49,0.18,0.69,0.13,0.19,0.56,0.07,0.18,6485.02,20239.09,0.98,0.02,10050.0,0.74
124,41011,Sevilla,Sevilla,Andalucia,1285757.177465963,46190.0,0.46,0.54,0.15,0.61,0.24,0.04,0.43,0.38,0.15,21273.74,40053.72,0.96,0.04,21230.0,0.87
125,41409,Écija,Sevilla,Andalucia,37179082.6745308,29595.0,0.52,0.48,0.16,0.7,0.14,0.22,0.55,0.07,0.16,150.93,20792.27,0.98,0.02,17335.0,0.66
126,41409,Écija,Sevilla,Andalucia,412222281.0554842,29595.0,0.52,0.48,0.16,0.7,0.14,0.22,0.55,0.07,0.16,150.93,20792.27,0.98,0.02,17335.0,0.66
127,41390,Guadalcanal,Sevilla,Andalucia,275160613.0306544,5285.0,0.49,0.51,0.15,0.67,0.18,0.18,0.62,0.05,0.15,2224.8,18343.2,0.99,0.01,3320.0,0.6
128,41870,Aznalcóllar,Sevilla,Andalucia,199219066.30623245,11595.0,0.5,0.5,0.16,0.66,0.17,0.17,0.6,0.07,0.16,2020.31,20195.25,1.0,0.0,6710.0,0.66
129,29311,Villanueva de Algaidas,Málaga,Andalucia,33213491.532479636,8240.0,0.52,0.49,0.15,0.62,0.23,0.28,0.53,0.05,0.15,283.62,19018.2,0.92,0.08,4315.0,0.74
130,41830,Huévar del Aljarafe,Sevilla,Andalucia,57654402.68494176,9630.0,0.51,0.49,0.21,0.66,0.13,0.11,0.6,0.09,0.21,79.15,22154.33,0.98,0.02,4935.0,0.73
131,23007,Jaén,Jaén,Andalucia,319777.8001356331,19095.0,0.47,0.53,0.12,0.64,0.24,0.08,0.5,0.3,0.12,22470.75,34278.59,0.96,0.04,9800.0,0.79
132,41770,Montellano,Sevilla,Andalucia,116764627.79814976,11910.0,0.51,0.5,0.16,0.65,0.19,0.25,0.53,0.05,0.17,2472.5,18204.45,0.96,0.04,6820.0,0.73
133,29002,Málaga,Málaga,Andalucia,1448464.0915191947,40040.0,0.47,0.53,0.15,0.66,0.2,0.1,0.55,0.2,0.15,34526.65,27101.63,0.88,0.12,19630.0,0.82
134,41420,Fuentes de Andalucía,Sevilla,Andalucia,97100956.15554564,11580.0,0.5,0.5,0.16,0.64,0.19,0.21,0.54,0.09,0.16,3625.7,20810.38,0.99,0.01,7110.0,0.67
135,41807,Espartinas,Sevilla,Andalucia,307453.1764161056,39665.0,0.51,0.49,0.22,0.68,0.1,0.07,0.52,0.2,0.22,1913.3,30225.9,0.95,0.05,16845.0,0.78
136,41564,Lora de Estepa,Sevilla,Andalucia,18084421.499015406,3595.0,0.51,0.49,0.17,0.68,0.15,0.18,0.59,0.06,0.17,31.6,18974.33,0.94,0.06,1875.0,0.71
137,41460,Las Navas de la Concepción,Sevilla,Andalucia,63375528.41235564,5635.0,0.5,0.5,0.17,0.64,0.18,0.22,0.55,0.06,0.17,13.78,18313.6,1.0,0.0,3400.0,0.61
138,41750,Los Molares,Sevilla,Andalucia,42760974.17430373,10045.0,0.55,0.45,0.19,0.69,0.11,0.15,0.59,0.07,0.2,1359.68,21525.5,0.99,0.01,4880.0,0.71
139,41849,Aznalcázar,Sevilla,Andalucia,450465766.47798467,26210.0,0.51,0.49,0.2,0.67,0.13,0.14,0.57,0.09,0.2,146.94,20565.8,0.93,0.07,15960.0,0.72
140,41410,Carmona,Sevilla,Andalucia,917563757.3844233,48105.0,0.51,0.49,0.18,0.66,0.16,0.16,0.57,0.09,0.18,5317.88,22184.3,0.98,0.02,26180.0,0.73
141,41807,Espartinas,Sevilla,Andalucia,22457216.665016674,39665.0,0.51,0.49,0.22,0.68,0.1,0.07,0.52,0.2,0.22,1913.3,30225.9,0.95,0.05,16845.0,0.78
142,41660,Villanueva de San Juan,Sevilla,Andalucia,34747118.10805893,7835.0,0.51,0.49,0.16,0.63,0.21,0.27,0.54,0.03,0.16,177.07,17442.83,0.97,0.03,4235.0,0.69
143,41130,La Puebla del Río,Sevilla,Andalucia,374429750.96565086,35280.0,0.51,0.49,0.19,0.7,0.12,0.14,0.58,0.09,0.19,2773.2,21878.55,0.97,0.03,16425.0,0.79
144,41370,Cazalla de la Sierra,Sevilla,Andalucia,357369220.4678637,11220.0,0.49,0.51,0.16,0.63,0.22,0.21,0.57,0.06,0.16,2386.48,18539.73,0.99,0.01,7255.0,0.59
145,29003,Málaga,Málaga,Andalucia,1271103.9498898676,63625.0,0.49,0.51,0.15,0.69,0.17,0.13,0.63,0.09,0.15,46725.46,22793.78,0.92,0.08,28420.0,0.87
146,4617,Cuevas del Almanzora,Almería,Andalucia,6189183.966344726,1965.0,0.55,0.45,0.1,0.68,0.21,0.04,0.77,0.09,0.1,36.2,19381.0,0.53,0.47,2170.0,0.46
147,41219,Guillena,Sevilla,Andalucia,97601127.9310912,11995.0,0.52,0.48,0.18,0.67,0.15,0.13,0.6,0.1,0.18,78.81,22395.12,0.94,0.06,6650.0,0.7
148,29140,Málaga,Málaga,Andalucia,16575801.043510828,24350.0,0.5,0.5,0.21,0.67,0.12,0.09,0.56,0.14,0.21,2328.46,28400.93,0.93,0.07,10795.0,0.8
149,41566,Pedrera,Sevilla,Andalucia,60629675.46988135,14830.0,0.51,0.49,0.18,0.67,0.15,0.18,0.59,0.06,0.18,888.02,20539.89,0.99,0.01,6605.0,0.79
150,29005,Málaga,Málaga,Andalucia,160452.70046362677,6130.0,0.51,0.49,0.08,0.65,0.27,0.06,0.51,0.34,0.08,11757.75,28073.17,0.83,0.17,4765.0,0.71
151,4610,Cuevas del Almanzora,Almería,Andalucia,1091891.7254392935,23635.0,0.51,0.49,0.15,0.67,0.18,0.16,0.59,0.1,0.15,1715.73,20030.31,0.74,0.26,19985.0,0.52
152,41309,La Rinconada,Sevilla,Andalucia,56189752.20240354,19085.0,0.49,0.51,0.23,0.68,0.09,0.09,0.59,0.1,0.23,4494.48,22417.3,0.98,0.02,10230.0,0.73
