,Name,Province,Municipality,Date,SH2,SO2,NO2,CO,PART,O3,geometry
0,AGUA AMARGA,ALMERIA,NIJAR,2010-01-01,,4.115625,11.490625000000001,,11.91875,42.171875,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2010-01-01,,6.509375,24.637499999999996,383.49375000000003,24.24375,44.94375000000001,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2010-01-01,,12.946874999999997,3.140624999999999,1318.5062500000001,25.572727272727267,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2010-01-01,,9.815624999999999,25.150000000000002,,,,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2010-01-01,,1.9687500000000002,24.556249999999995,,23.700000000000003,46.13750000000002,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2010-01-01,,11.580769230769233,5.057692307692308,476.9454545454546,18.049999999999997,71.91153846153847,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2010-01-01,,12.690625,20.965625,,18.281249999999996,42.387499999999996,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2010-01-01,,,,,,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2010-01-01,,9.746875,17.1375,885.303125,34.440625000000004,53.21249999999999,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2010-01-01,,,,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2010-01-01,,10.484375,28.453125000000004,689.2,26.543750000000003,,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2010-01-01,,,,,,,POINT (-1.97911077217164 37.19301773313732)
12,BENAHADUX,ALMERIA,BENAHADUX,2010-01-01,,8.715625000000001,11.278125000000001,299.86875000000003,,52.503125,POINT (-2.463409451137297 36.92313615919152)
13,BERMEJALES,SEVILLA,SEVILLA,2010-01-01,,5.667741935483871,61.926666666666684,714.1451612903227,15.535483870967743,33.18064516129033,POINT (-5.979734155447158 37.34719077831389)
14,CAMPAMENTO,CADIZ,SAN ROQUE,2010-01-01,,,,,,,POINT (-5.376688682653863 36.17948252543535)
15,CAMPANILLAS,MALAGA,MALAGA,2010-01-01,,6.12,10.234375000000002,,17.158620689655177,56.46818181818182,POINT (-4.561490946907281 36.73022627556985)
16,CAMPILLOS,MALAGA,CAMPILLOS,2010-01-01,,,7.09655172413793,,,75.07407407407408,POINT (-4.845332259019838 36.96306433920137)
17,CAMPOHERMOSO,ALMERIA,NIJAR,2010-01-01,,6.513793103448277,16.17586206896552,,12.703846153846152,52.75517241379309,POINT (-2.13883991187908 36.93378768093832)
18,CAMPUS EL CARMEN,HUELVA,HUELVA,2010-01-01,,13.74074074074074,12.606250000000001,,27.159375,45.615624999999994,POINT (-6.925262584688053 37.27166240500601)
19,CARBONERAS,ALMERIA,CARBONERAS,2010-01-01,,7.984375000000001,14.096874999999999,,9.521875000000001,,POINT (-1.892256085285251 36.99939497237954)
20,CARRANQUE,MALAGA,MALAGA,2010-01-01,,4.39375,30.659375000000004,532.625,30.265625000000004,46.303125,POINT (-4.447476460817017 36.71963192865133)
21,CARTAYA,HUELVA,CARTAYA,2010-01-01,,,,,,64.35,POINT (-7.149621112095455 37.29592270461294)
22,CARTUJA,CADIZ,JEREZ DE LA FRONTERA,2010-01-01,,8.071875,5.381250000000001,479.72187500000007,23.123333333333328,35.84374999999999,POINT (-6.114685621800139 36.66088405587969)
23,CENTRO,SEVILLA,SEVILLA,2010-01-01,,1.8781249999999998,34.646875,501.565625,,34.775000000000006,POINT (-5.991463212346508 37.38807831537342)
24,CIUDAD DEPORTIVA,GRANADA,ARMILLA,2010-01-01,,,,,,,POINT (-3.619137405016542 37.13560425564472)
25,COBRE LAS CRUCES,SEVILLA,GUILLENA,2010-01-01,,11.935714285714287,9.859374999999998,520.89375,13.56875,44.175000000000004,POINT (-6.036145321538837 37.55479486330152)
26,CORTIJILLOS,CADIZ,BARRIOS (LOS),2010-01-01,2.1468749999999996,5.357142857142855,14.259375,381.29999999999995,,65.42812500000001,POINT (-5.435757767267622 36.19046080583075)
27,DOS HERMANAS,SEVILLA,DOS HERMANAS,2010-01-01,,4.2593749999999995,22.556250000000002,361.9750000000001,,43.221875,POINT (-5.913843838237383 37.2845132304213)
28,E1: COLEGIO LOS BARRIOS,CADIZ,BARRIOS (LOS),2010-01-01,,8.1,14.69375,,,,POINT (-5.488878340182611 36.18563707858645)
29,E2:ALCORNOCALES,CADIZ,BARRIOS (LOS),2010-01-01,,7.475000000000001,6.400000000000001,,14.4125,59.356249999999996,POINT (-5.663672396284856 36.23373664042163)
30,E3: COLEGIO CARTEYA,CADIZ,SAN ROQUE,2010-01-01,,3.0647058823529414,12.703125000000002,,13.981250000000001,54.6625,POINT (-5.391428513125806 36.20879765231249)
31,E4:RINCONCILLO,CADIZ,ALGECIRAS,2010-01-01,,3.5965517241379303,14.8,,25.093749999999996,,POINT (-5.442583247955641 36.16175626687351)
32,E5: PALMONES,CADIZ,BARRIOS (LOS),2010-01-01,,3.0999999999999996,23.34375,,24.133333333333333,,POINT (-5.432761245531878 36.17468770448831)
33,E6: ESTACION DE FFCC S. ROQUE,CADIZ,SAN ROQUE,2010-01-01,,2.75,12.093750000000002,,16.6875,,POINT (-5.430308024723687 36.2119764761002)
34,E7:EL ZABAL,CADIZ,LINEA DE LA CONCEPCION (LA),2010-01-01,,43.199999999999996,18.008333333333336,,12.4,,POINT (-5.341824186312244 36.17288547216037)
35,ECONOMATO,CADIZ,SAN ROQUE,2010-01-01,,13.709374999999996,12.878124999999999,,,,POINT (-5.380810475453659 36.18621015013454)
36,E. DE HOSTELERIA,CADIZ,SAN ROQUE,2010-01-01,,3.740625,13.956250000000002,379.03125000000006,,,POINT (-5.383685321785163 36.20388782686938)
37,EL ARENOSILLO,HUELVA,MOGUER,2010-01-01,,,21.584375,,,37.890625,POINT (-6.734148997051733 37.10399260231942)
38,EL ATABAL,MALAGA,MALAGA,2010-01-01,,6.665625,18.571874999999995,232.10312499999992,20.568965517241384,57.93124999999999,POINT (-4.465558747605344 36.72954853619139)
39,EL BOTICARIO,ALMERIA,ALMERIA,2010-01-01,,,14.728125,,,58.60624999999998,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2010-01-01,,6.687500000000001,19.028125000000003,362.583870967742,27.859375,58.21250000000002,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2010-01-01,,7.020833333333333,5.325806451612902,,1.7399999999999998,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2010-01-01,,1.9419354838709681,4.196774193548387,,6.011111111111112,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2010-01-01,,,,,,,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2010-01-01,,10.371428571428572,59.790625,827.0812499999998,30.91875,23.500000000000004,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2010-01-01,2.234375,8.875,76.87142857142858,443.740625,,20.52903225806451,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2010-01-01,,5.031250000000001,5.40625,356.184375,22.190000000000005,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2010-01-01,,6.578124999999999,21.031250000000007,353.5531250000001,22.833333333333336,47.07812499999999,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2010-01-01,,,,,,,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2010-01-01,,9.996774193548388,10.387096774193546,395.31290322580645,,37.63870967741936,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2010-01-01,,16.193749999999994,25.290322580645157,,23.256249999999994,58.146874999999994,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2010-01-01,3.5172413793103448,5.534482758620689,29.527586206896547,,18.320689655172416,32.80344827586207,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2010-01-01,,6.184375,14.862499999999997,,14.090624999999998,41.39062500000001,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2010-01-01,,4.255172413793104,5.227586206896552,,,62.34827586206898,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2010-01-01,,6.0062500000000005,28.815624999999997,533.259375,17.796875,31.94375000000001,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2010-01-01,,,,,,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2010-01-01,,9.896875000000001,16.259375,,20.959375,,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2010-01-01,,6.364516129032259,20.478571428571428,793.0428571428572,10.15,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2010-01-01,,5.734375,15.096875,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2010-01-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2010-01-01,,7.140625,12.30625,529.30625,16.18125,56.759375,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2010-01-01,,,,,,,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2010-01-01,,,14.640625000000002,975.8218750000003,16.406666666666666,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2010-01-01,,6.412499999999999,4.895,,11.259374999999999,62.55625,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2010-01-01,,7.10952380952381,13.617857142857144,369.40000000000003,18.63214285714286,53.66428571428571,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2010-01-01,,7.718750000000002,40.878125000000004,457.04687499999994,27.910526315789472,44.24687499999999,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2010-01-01,,9.459259259259259,17.170370370370375,,15.437037037037035,,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2010-01-01,,,,,,,POINT (-1.839403002018332 37.13864106657)
68,MOTRIL,GRANADA,MOTRIL,2010-01-01,,3.6499999999999995,27.465624999999996,603.5769230769231,19.73125,56.528125,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2010-01-01,,5.3812500000000005,10.009375000000002,,6.831249999999999,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2010-01-01,,9.573076923076922,8.811538461538463,,9.161538461538463,66.43846153846154,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2010-01-01,,,,,,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2010-01-01,,6.840624999999999,42.60937499999999,748.7750000000003,28.903125000000003,30.240625000000005,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2010-01-01,,10.440625000000002,10.2875,,22.971874999999997,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2010-01-01,1.4312500000000001,3.7375,14.1875,,17.164516129032258,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2010-01-01,,9.471875,39.54375,750.3406249999999,24.165625,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2010-01-01,,0.04666666666666666,5.706451612903226,,5.716666666666668,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2010-01-01,2.1093750000000004,5.571875,,710.6931034482757,33.706250000000004,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2010-01-01,,18.3,4.7,440.7290322580646,11.255555555555555,72.13225806451612,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2010-01-01,,4.393750000000001,36.4,327.13750000000005,,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2010-01-01,1.9749999999999999,24.431250000000002,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2010-01-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2010-01-01,,11.838461538461539,21.842857142857145,,,,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2010-01-01,,15.521875000000005,8.828125,,17.703125,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2010-01-01,,3.6750000000000007,48.137499999999996,812.9374999999999,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2010-01-01,,7.640625000000001,18.175,,21.562500000000004,43.13333333333334,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2010-01-01,,5.425,11.125,,16.425,66.390625,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2010-01-01,,3.0,,,27.545454545454547,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2010-01-01,,3.0468750000000004,25.493750000000002,502.6875000000001,26.923076923076923,52.0375,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2010-01-01,,9.534374999999997,23.974999999999998,822.909375,24.61071428571429,53.58125000000001,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2010-01-01,,,31.221874999999997,,,38.778125,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2010-01-01,3.953125,5.368750000000001,23.156249999999996,,14.628124999999997,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2010-01-01,,,37.734375,428.2,22.4375,34.284375000000004,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2010-01-01,,3.9156250000000004,5.9,,12.315624999999999,57.52812500000001,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2010-01-01,,4.188888888888889,61.449999999999996,676.7277777777778,18.0,29.37777777777778,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2010-01-01,,,2.796875,,8.253125000000002,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2010-01-01,,9.421875,18.987499999999997,,19.487500000000008,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2010-01-01,,,,,,58.415625,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2010-01-01,,,,,,,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2010-01-01,,,,340.73125000000005,,,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2010-01-01,,5.787499999999999,15.2375,,17.209375,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2010-02-01,,5.4206896551724135,10.296551724137927,,11.320689655172414,43.49310344827585,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2010-02-01,,6.837037037037037,17.95925925925926,349.8888888888888,23.303703703703704,60.30000000000001,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2010-02-01,,10.222222222222223,4.3,709.0541666666664,23.891666666666666,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2010-02-01,,10.200000000000003,25.76206896551724,,,,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2010-02-01,,1.596551724137931,18.131034482758622,,21.424137931034476,61.12068965517241,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2010-02-01,,5.543478260869565,4.526315789473683,464.38260869565215,23.091304347826092,81.8,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2010-02-01,,8.971428571428572,15.786956521739128,,16.696428571428573,56.09642857142858,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2010-02-01,,,,,,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2010-02-01,,8.2,14.620689655172415,519.6689655172414,35.8,64.84482758620692,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2010-02-01,,,,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2010-02-01,,3.179310344827586,23.220689655172414,764.0586206896552,23.275,,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2010-02-01,,,,,,,POINT (-1.97911077217164 37.19301773313732)
12,BENAHADUX,ALMERIA,BENAHADUX,2010-02-01,,12.13103448275862,5.7620689655172415,485.63750000000005,,37.165517241379305,POINT (-2.463409451137297 36.92313615919152)
13,BERMEJALES,SEVILLA,SEVILLA,2010-02-01,,5.089655172413792,59.15217391304347,633.9586206896553,23.037931034482764,48.15862068965519,POINT (-5.979734155447158 37.34719077831389)
14,CAMPAMENTO,CADIZ,SAN ROQUE,2010-02-01,,,,,,,POINT (-5.376688682653863 36.17948252543535)
15,CAMPANILLAS,MALAGA,MALAGA,2010-02-01,,,13.331034482758623,,17.217241379310348,61.324137931034485,POINT (-4.561490946907281 36.73022627556985)
16,CAMPILLOS,MALAGA,CAMPILLOS,2010-02-01,,,7.824137931034483,,,80.35384615384615,POINT (-4.845332259019838 36.96306433920137)
17,CAMPOHERMOSO,ALMERIA,NIJAR,2010-02-01,,9.936,15.945833333333335,,,64.54799999999999,POINT (-2.13883991187908 36.93378768093832)
18,CAMPUS EL CARMEN,HUELVA,HUELVA,2010-02-01,,6.306896551724138,12.044827586206896,,20.275862068965516,60.57499999999999,POINT (-6.925262584688053 37.27166240500601)
19,CARBONERAS,ALMERIA,CARBONERAS,2010-02-01,,7.758620689655172,15.400000000000002,,9.510344827586206,,POINT (-1.892256085285251 36.99939497237954)
20,CARRANQUE,MALAGA,MALAGA,2010-02-01,,4.524137931034483,30.448275862068968,539.9896551724137,28.075862068965513,53.199999999999996,POINT (-4.447476460817017 36.71963192865133)
21,CARTAYA,HUELVA,CARTAYA,2010-02-01,,,,,,70.50344827586206,POINT (-7.149621112095455 37.29592270461294)
22,CARTUJA,CADIZ,JEREZ DE LA FRONTERA,2010-02-01,,9.896551724137929,4.0793103448275865,420.02413793103455,23.375862068965517,59.15862068965515,POINT (-6.114685621800139 36.66088405587969)
23,CENTRO,SEVILLA,SEVILLA,2010-02-01,,1.693103448275862,28.193103448275863,641.4821428571429,,49.88620689655173,POINT (-5.991463212346508 37.38807831537342)
24,CIUDAD DEPORTIVA,GRANADA,ARMILLA,2010-02-01,,,,,,,POINT (-3.619137405016542 37.13560425564472)
25,COBRE LAS CRUCES,SEVILLA,GUILLENA,2010-02-01,,6.948275862068964,12.744827586206895,521.9464285714286,15.203448275862069,54.0896551724138,POINT (-6.036145321538837 37.55479486330152)
26,CORTIJILLOS,CADIZ,BARRIOS (LOS),2010-02-01,1.358620689655172,10.958620689655168,9.982758620689653,347.30689655172404,,68.74137931034484,POINT (-5.435757767267622 36.19046080583075)
27,DOS HERMANAS,SEVILLA,DOS HERMANAS,2010-02-01,,4.203448275862068,16.851724137931033,226.86551724137937,,60.800000000000004,POINT (-5.913843838237383 37.2845132304213)
28,E1: COLEGIO LOS BARRIOS,CADIZ,BARRIOS (LOS),2010-02-01,,8.68695652173913,8.675862068965516,,,,POINT (-5.488878340182611 36.18563707858645)
29,E2:ALCORNOCALES,CADIZ,BARRIOS (LOS),2010-02-01,,4.0964285714285715,4.184,,16.258620689655174,64.40344827586205,POINT (-5.663672396284856 36.23373664042163)
30,E3: COLEGIO CARTEYA,CADIZ,SAN ROQUE,2010-02-01,,4.311111111111112,8.972413793103449,,15.017241379310347,64.16551724137932,POINT (-5.391428513125806 36.20879765231249)
31,E4:RINCONCILLO,CADIZ,ALGECIRAS,2010-02-01,,5.272413793103448,16.87272727272727,,23.762068965517237,,POINT (-5.442583247955641 36.16175626687351)
32,E5: PALMONES,CADIZ,BARRIOS (LOS),2010-02-01,,4.003448275862069,20.904166666666665,,22.86206896551725,,POINT (-5.432761245531878 36.17468770448831)
33,E6: ESTACION DE FFCC S. ROQUE,CADIZ,SAN ROQUE,2010-02-01,,4.521428571428571,9.393103448275863,,16.134482758620692,,POINT (-5.430308024723687 36.2119764761002)
34,E7:EL ZABAL,CADIZ,LINEA DE LA CONCEPCION (LA),2010-02-01,,,,,,,POINT (-5.341824186312244 36.17288547216037)
35,ECONOMATO,CADIZ,SAN ROQUE,2010-02-01,,19.38620689655173,14.23103448275862,,,,POINT (-5.380810475453659 36.18621015013454)
36,E. DE HOSTELERIA,CADIZ,SAN ROQUE,2010-02-01,,3.8965517241379306,13.3,364.1551724137931,,,POINT (-5.383685321785163 36.20388782686938)
37,EL ARENOSILLO,HUELVA,MOGUER,2010-02-01,,,18.831034482758625,,,45.717241379310344,POINT (-6.734148997051733 37.10399260231942)
38,EL ATABAL,MALAGA,MALAGA,2010-02-01,,6.996551724137931,18.299999999999997,214.52758620689653,22.25172413793104,63.699999999999996,POINT (-4.465558747605344 36.72954853619139)
39,EL BOTICARIO,ALMERIA,ALMERIA,2010-02-01,,,12.755172413793105,,,66.84827586206897,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2010-02-01,,8.36896551724138,18.06896551724138,309.35172413793106,23.7,64.39642857142857,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2010-02-01,,1.289655172413793,3.7896551724137924,,8.217241379310344,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2010-02-01,,2.7038461538461536,8.176923076923076,,11.846153846153847,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2010-02-01,,,,,,,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2010-02-01,,8.600000000000001,50.758620689655174,571.7103448275861,24.599999999999998,36.28965517241379,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2010-02-01,2.64,13.072413793103447,32.75000000000001,673.9206896551723,,42.255172413793105,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2010-02-01,,5.706896551724138,4.931578947368422,398.71724137931034,23.461904761904755,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2010-02-01,,6.948275862068965,15.824137931034482,355.9777777777778,24.451724137931034,58.91724137931034,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2010-02-01,,,,,,,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2010-02-01,,10.196153846153846,12.554166666666665,315.06666666666666,,42.71923076923076,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2010-02-01,,13.017241379310345,22.624137931034486,,22.851724137931036,66.44827586206897,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2010-02-01,4.013793103448276,9.362068965517242,22.317241379310346,,17.20689655172414,31.925,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2010-02-01,,12.344444444444447,15.930769230769231,,17.825925925925926,62.24074074074074,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2010-02-01,,5.158620689655172,4.051724137931035,,,71.11379310344829,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2010-02-01,,5.6035714285714295,25.39642857142857,669.2642857142857,16.057142857142857,44.49285714285713,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2010-02-01,,,,,,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2010-02-01,,9.23448275862069,12.008,,20.720689655172414,,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2010-02-01,,6.420689655172414,16.97931034482759,1165.0931034482758,,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2010-02-01,,2.220833333333333,14.59,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2010-02-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2010-02-01,,6.5103448275862075,10.741379310344827,479.02413793103455,15.555172413793104,59.893103448275866,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2010-02-01,,,,,,,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2010-02-01,,,12.027586206896553,1041.651724137931,16.5,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2010-02-01,,12.209523809523809,3.617241379310345,,18.579310344827583,76.21379310344828,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2010-02-01,,11.909090909090907,12.518181818181818,473.20909090909083,26.168181818181814,67.41818181818181,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2010-02-01,,6.806896551724138,34.83793103448276,495.709090909091,22.410344827586208,53.579310344827576,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2010-02-01,,8.318181818181818,14.281818181818181,,16.35909090909091,,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2010-02-01,,,,,,,POINT (-1.839403002018332 37.13864106657)
