,Name,Province,Municipality,Date,SH2,SO2,NO2,CO,PART,O3,geometry
39,EL BOTICARIO,ALMERIA,ALMERIA,2017-10-01,,,8.732258064516131,,,67.365625,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2017-10-01,,4.83125,23.746875,329.74062499999997,26.346875000000008,47.89687500000001,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2017-10-01,,,,,,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2017-10-01,,,,,,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2017-10-01,,5.365625,8.440625,,18.071875,69.12187499999999,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2017-10-01,,6.043750000000002,54.31562499999999,6050.91379310345,32.921875,,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2017-10-01,3.7375000000000007,39.653125,24.7375,639.8562499999999,,60.14193548387097,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2017-10-01,,,,,,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2017-10-01,,5.246874999999998,16.703125,175.35312499999995,22.462500000000002,69.515625,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2017-10-01,,4.05625,9.115625000000001,,15.24375,89.759375,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2017-10-01,,4.19375,8.96875,136.82187500000003,,79.578125,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2017-10-01,,8.659375,14.962499999999999,,25.6,69.09375,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2017-10-01,1.6312499999999996,3.9148148148148145,18.115624999999998,,35.8,65.590625,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2017-10-01,,7.209375,13.81875,,27.784375000000008,63.09374999999999,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2017-10-01,,6.5875,15.990625000000001,169.08437500000002,,71.85,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2017-10-01,,4.33125,27.696875,390.528125,32.95625,42.962500000000006,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2017-10-01,,4.434375,5.859375,135.28666666666666,16.740625,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2017-10-01,,9.634782608695652,10.83,,,71.17826086956524,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2017-10-01,,13.420833333333334,7.681250000000003,797.44375,34.86666666666667,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2017-10-01,,3.271875,9.862499999999995,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2017-10-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2017-10-01,,,,,,,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2017-10-01,,5.29375,31.103124999999995,543.69375,23.075000000000003,48.959375000000016,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2017-10-01,,8.403125,23.8375,848.3,,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2017-10-01,,4.755172413793104,6.6,,22.410344827586208,81.34482758620689,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2017-10-01,,2.7806451612903227,8.56875,1020.59375,30.143749999999994,65.31875000000001,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2017-10-01,,5.903125,23.325,526.7312499999999,19.9875,60.053124999999994,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2017-10-01,,9.053125,13.553125000000001,,41.909375000000004,58.66875,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2017-10-01,,3.4781250000000004,5.843750000000001,,16.10625,73.1375,POINT (-1.839403002018332 37.13864106657)
68,MOTRIL,GRANADA,MOTRIL,2017-10-01,,5.56875,13.934375,349.24375000000003,24.737499999999997,52.92580645161291,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2017-10-01,,6.295238095238093,12.9875,,30.9741935483871,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2017-10-01,,,,,,,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2017-10-01,,16.42941176470588,2.4176470588235297,,16.900000000000002,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2017-10-01,,3.821875,37.731249999999996,198.321875,31.500000000000004,43.346875,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2017-10-01,,10.009375,13.993749999999999,,26.806896551724137,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2017-10-01,5.096874999999999,6.7437499999999995,11.959374999999998,,31.862500000000008,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2017-10-01,,,,,,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2017-10-01,,4.7481481481481485,1.75,,16.440624999999997,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2017-10-01,5.983870967741938,6.603225806451612,33.151612903225804,673.9677419354839,38.45161290322581,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2017-10-01,,12.98965517241379,6.284375,323.09375,23.968750000000004,87.89032258064515,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2017-10-01,,5.737500000000001,37.24166666666667,288.13333333333327,43.45416666666667,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2017-10-01,4.3999999999999995,10.190625,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2017-10-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2017-10-01,,5.530434782608697,25.88636363636363,,22.86874999999999,57.893750000000026,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2017-10-01,,7.36875,7.221875000000001,,15.40625,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2017-10-01,,7.821874999999999,40.821875,252.13125000000005,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2017-10-01,,,15.325,,19.1875,64.925,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2017-10-01,,2.821875000000001,11.628125,,16.14375,76.45625,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2017-10-01,,4.556,,,47.99999999999999,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2017-10-01,,4.054166666666667,29.995833333333326,363.53333333333336,29.962499999999995,59.0375,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2017-10-01,,11.03125,10.515625,268.83,17.284374999999997,74.409375,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2017-10-01,,,31.821875,,,43.36874999999999,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2017-10-01,4.184375,8.475,19.221875,,26.2625,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2017-10-01,,,29.38125,333.453125,41.575,46.26875000000001,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2017-10-01,,2.5406249999999995,4.324999999999998,,30.537500000000005,56.490625000000016,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2017-10-01,,4.428125,39.74516129032258,249.67500000000004,35.79375,35.77187499999999,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2017-10-01,,17.2375,6.509375,,30.346875000000004,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2017-10-01,,,,,,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2017-10-01,,,,,,,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2017-10-01,,4.3133333333333335,4.951851851851852,322.8071428571428,,89.66000000000003,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2017-10-01,,,19.49375,502.33124999999995,24.04444444444444,58.521875000000016,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2017-10-01,,10.362962962962964,13.936000000000002,,22.962962962962962,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2017-11-01,,,,,,,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2017-11-01,,5.890322580645161,33.413043478260875,385.17741935483866,33.12580645161291,42.176,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2017-11-01,,,,,,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2017-11-01,,12.174193548387098,37.00322580645162,532.1774193548388,23.19677419354839,36.4225806451613,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2017-11-01,,5.84516129032258,26.32903225806452,,,41.01935483870968,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2017-11-01,,2.737931034482759,7.628571428571429,504.36206896551715,22.741379310344822,73.55357142857143,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2017-11-01,,7.703225806451614,17.612903225806452,,18.174193548387098,46.79354838709678,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2017-11-01,,8.937931034482759,46.455172413793115,378.56896551724134,33.131034482758615,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2017-11-01,,5.803448275862069,23.237931034482752,401.3448275862069,34.96551724137931,56.048275862068955,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2017-11-01,,,49.46129032258065,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2017-11-01,,5.580645161290323,32.4258064516129,273.083870967742,59.676666666666655,28.99999999999999,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2017-11-01,,6.706451612903226,6.012903225806451,,13.487096774193548,78.83548387096775,POINT (-1.97911077217164 37.19301773313732)
12,BENAHADUX,ALMERIA,BENAHADUX,2017-11-01,,2.467741935483871,9.151612903225805,324.274193548387,,55.529032258064525,POINT (-2.463409451137297 36.92313615919152)
13,BERMEJALES,SEVILLA,SEVILLA,2017-11-01,,6.237931034482759,43.12903225806452,630.4451612903225,,43.17407407407408,POINT (-5.979734155447158 37.34719077831389)
14,CAMPAMENTO,CADIZ,SAN ROQUE,2017-11-01,2.6846153846153844,8.406451612903227,15.512903225806454,624.0903225806452,,34.354838709677416,POINT (-5.376688682653863 36.17948252543535)
15,CAMPANILLAS,MALAGA,MALAGA,2017-11-01,,6.628000000000001,37.276,135.49583333333334,27.831999999999997,49.448,POINT (-4.561490946907281 36.73022627556985)
16,CAMPILLOS,MALAGA,CAMPILLOS,2017-11-01,,,5.35483870967742,,,61.6741935483871,POINT (-4.845332259019838 36.96306433920137)
17,CAMPOHERMOSO,ALMERIA,NIJAR,2017-11-01,,,,,,,POINT (-2.13883991187908 36.93378768093832)
18,CAMPUS EL CARMEN,HUELVA,HUELVA,2017-11-01,,7.77741935483871,20.36818181818182,638.6741935483872,29.367741935483878,41.63548387096775,POINT (-6.925262584688053 37.27166240500601)
19,CARBONERAS,ALMERIA,CARBONERAS,2017-11-01,,,,,,,POINT (-1.892256085285251 36.99939497237954)
20,CARRANQUE,MALAGA,MALAGA,2017-11-01,,6.503225806451613,45.04193548387096,751.1322580645162,23.370967741935484,37.061290322580646,POINT (-4.447476460817017 36.71963192865133)
21,CARTAYA,HUELVA,CARTAYA,2017-11-01,,,,,,,POINT (-7.149621112095455 37.29592270461294)
22,CARTUJA,CADIZ,JEREZ DE LA FRONTERA,2017-11-01,,4.293548387096774,14.503225806451615,696.4483870967742,22.08,50.954838709677425,POINT (-6.114685621800139 36.66088405587969)
23,CENTRO,SEVILLA,SEVILLA,2017-11-01,,4.222580645161291,33.114285714285714,221.20645161290324,,32.54516129032259,POINT (-5.991463212346508 37.38807831537342)
24,CIUDAD DEPORTIVA,GRANADA,ARMILLA,2017-11-01,,8.79032258064516,33.40967741935485,166.15161290322584,32.79354838709677,31.70322580645161,POINT (-3.619137405016542 37.13560425564472)
25,COBRE LAS CRUCES,SEVILLA,GUILLENA,2017-11-01,,4.293548387096773,10.819354838709677,230.95161290322577,17.422580645161286,47.59677419354837,POINT (-6.036145321538837 37.55479486330152)
26,CORTIJILLOS,CADIZ,BARRIOS (LOS),2017-11-01,2.3193548387096774,5.9225806451612915,18.051612903225806,521.8967741935483,,58.56129032258065,POINT (-5.435757767267622 36.19046080583075)
27,DOS HERMANAS,SEVILLA,DOS HERMANAS,2017-11-01,,7.161290322580645,30.025806451612905,634.9709677419353,,28.641935483870967,POINT (-5.913843838237383 37.2845132304213)
28,E1: COLEGIO LOS BARRIOS,CADIZ,BARRIOS (LOS),2017-11-01,,9.426666666666668,20.400000000000006,,18.632258064516133,,POINT (-5.488878340182611 36.18563707858645)
29,E2:ALCORNOCALES,CADIZ,BARRIOS (LOS),2017-11-01,,6.574193548387098,9.6,,17.558064516129033,64.78387096774193,POINT (-5.663672396284856 36.23373664042163)
30,E3: COLEGIO CARTEYA,CADIZ,SAN ROQUE,2017-11-01,,10.396774193548387,13.509677419354835,,18.70645161290323,58.74516129032258,POINT (-5.391428513125806 36.20879765231249)
31,E4:RINCONCILLO,CADIZ,ALGECIRAS,2017-11-01,,11.629032258064516,24.132258064516133,,24.14193548387097,,POINT (-5.442583247955641 36.16175626687351)
32,E5: PALMONES,CADIZ,BARRIOS (LOS),2017-11-01,,12.196774193548384,44.66451612903225,,22.75161290322581,,POINT (-5.432761245531878 36.17468770448831)
33,E6: ESTACION DE FFCC S. ROQUE,CADIZ,SAN ROQUE,2017-11-01,,6.874193548387096,17.148387096774194,,21.444444444444443,,POINT (-5.430308024723687 36.2119764761002)
34,E7:EL ZABAL,CADIZ,LINEA DE LA CONCEPCION (LA),2017-11-01,,11.832258064516129,24.864516129032253,,23.706451612903226,,POINT (-5.341824186312244 36.17288547216037)
35,ECONOMATO,CADIZ,SAN ROQUE,2017-11-01,,5.654838709677417,7.47741935483871,,,,POINT (-5.380810475453659 36.18621015013454)
36,E. DE HOSTELERIA,CADIZ,SAN ROQUE,2017-11-01,,15.01428571428571,20.761290322580646,355.69310344827574,,,POINT (-5.383685321785163 36.20388782686938)
37,EL ARENOSILLO,HUELVA,MOGUER,2017-11-01,,2.54,8.603333333333332,693.4966666666666,,64.67,POINT (-6.734148997051733 37.10399260231942)
38,EL ATABAL,MALAGA,MALAGA,2017-11-01,,13.522580645161288,20.351612903225814,173.75862068965517,16.925806451612903,61.00322580645163,POINT (-4.465558747605344 36.72954853619139)
39,EL BOTICARIO,ALMERIA,ALMERIA,2017-11-01,,,13.458064516129031,,,60.09677419354837,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2017-11-01,,5.735483870967742,31.04516129032258,377.83225806451617,25.948387096774198,39.79677419354839,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2017-11-01,,,,,,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2017-11-01,,,,,,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2017-11-01,,6.606451612903227,7.987096774193549,,15.977419354838709,63.45161290322579,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2017-11-01,,7.422580645161289,62.08333333333332,683.2225806451613,37.88709677419355,,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2017-11-01,3.6032258064516136,16.96451612903226,18.536666666666658,360.3290322580645,,50.34516129032258,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2017-11-01,,,,,,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2017-11-01,,6.493333333333334,27.316666666666666,227.46,24.01333333333333,49.83333333333333,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2017-11-01,,3.5612903225806445,8.24516129032258,,13.90322580645161,80.11612903225806,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2017-11-01,,4.4387096774193555,9.048387096774194,136.94516129032257,,72.04838709677419,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2017-11-01,,11.448387096774193,25.97741935483871,,25.077419354838714,54.656666666666666,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2017-11-01,3.1387096774193544,4.7548387096774185,27.119354838709675,,29.154838709677414,51.32258064516129,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2017-11-01,,6.751612903225806,14.041666666666664,,23.386666666666667,57.72258064516128,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2017-11-01,,8.058064516129033,23.367741935483874,250.73928571428564,,53.148387096774194,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2017-11-01,,4.916129032258064,32.33225806451613,431.41935483870975,26.762068965517237,28.838709677419352,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2017-11-01,,3.7290322580645165,8.035483870967743,100.56451612903227,15.332258064516129,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2017-11-01,,10.891666666666667,6.133333333333333,,,51.974999999999994,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2017-11-01,,6.980645161290323,8.390322580645162,751.4612903225808,31.341935483870973,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2017-11-01,,3.7903225806451624,14.532258064516133,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2017-11-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2017-11-01,,,,,,,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2017-11-01,,6.65483870967742,34.354838709677416,497.78064516129035,20.1,43.92580645161291,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2017-11-01,,7.2,23.074193548387097,940.7193548387097,,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2017-11-01,,7.506451612903227,6.833333333333333,,19.267741935483873,35.63225806451614,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2017-11-01,,4.611111111111112,16.69333333333333,1046.2866666666666,25.707142857142856,56.02333333333334,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2017-11-01,,6.910000000000001,33.106666666666655,606.6466666666668,22.060000000000006,49.013333333333335,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2017-11-01,,5.209677419354839,16.513793103448272,,36.66774193548387,49.20967741935485,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2017-11-01,,3.1580645161290324,7.248387096774193,,15.280645161290325,67.30645161290323,POINT (-1.839403002018332 37.13864106657)
68,MOTRIL,GRANADA,MOTRIL,2017-11-01,,7.048387096774197,15.774193548387096,268.46451612903223,21.185714285714287,52.267741935483876,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2017-11-01,,4.290909090909091,20.654838709677417,,24.661538461538463,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2017-11-01,,,,,,,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2017-11-01,,10.644444444444446,6.805555555555555,,11.750000000000002,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2017-11-01,,5.345161290322581,48.8774193548387,330.15999999999997,24.71290322580645,32.44516129032258,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2017-11-01,,9.224999999999998,16.258064516129032,,31.335483870967742,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2017-11-01,4.283870967741935,5.477419354838709,13.14516129032258,,27.73793103448276,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2017-11-01,,,,,,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2017-11-01,,5.696774193548387,3.3806451612903228,,12.906451612903227,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2017-11-01,4.729032258064516,3.4931034482758614,30.36129032258064,517.1548387096774,34.23870967741935,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2017-11-01,,6.3068965517241375,7.051724137931035,743.3068965517242,20.83448275862069,78.8809523809524,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2017-11-01,,4.722580645161289,41.409677419354836,457.6612903225806,34.26129032258064,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2017-11-01,3.612903225806452,15.36774193548387,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2017-11-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2017-11-01,,5.583870967741936,18.723333333333336,,19.85185185185185,49.590322580645164,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2017-11-01,,7.535483870967744,8.983870967741936,,13.329032258064515,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2017-11-01,,9.193548387096774,45.580000000000005,388.85806451612893,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2017-11-01,,,18.5,,23.787096774193547,48.354838709677416,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2017-11-01,,3.1,13.535483870967743,,13.841935483870968,68.80967741935484,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2017-11-01,,3.0,,,45.5,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2017-11-01,,4.727586206896552,34.203448275862065,309.1931034482758,23.010344827586206,38.213793103448275,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2017-11-01,,9.69032258064516,19.083870967741937,382.7709677419354,17.31612903225807,58.145161290322584,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2017-11-01,,,34.900000000000006,,,27.629032258064523,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2017-11-01,10.719354838709682,7.816666666666667,23.774193548387096,,23.667741935483868,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2017-11-01,,,35.077419354838696,414.57096774193536,37.09032258064516,27.910344827586208,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2017-11-01,,1.8870967741935485,4.083870967741936,,21.525806451612905,47.558064516129036,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2017-11-01,,4.133333333333333,46.285000000000004,428.1225806451613,29.839285714285715,23.18064516129032,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2017-11-01,,6.964516129032258,2.0909090909090917,,24.44516129032259,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2017-11-01,,,,,,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2017-11-01,,,,,,,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2017-11-01,,5.954838709677419,5.745161290322582,178.60645161290327,,73.6806451612903,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2017-11-01,,,27.258064516129036,1069.3225806451612,40.00322580645161,44.52903225806451,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2017-11-01,,8.448387096774194,15.670967741935486,,20.151612903225807,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2017-12-01,,,,,,,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2017-12-01,,6.8625,,351.81250000000006,23.4,37.050000000000004,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2017-12-01,,,,,,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2017-12-01,,6.590625000000001,24.884375,548.484375,16.521875,45.543749999999996,POINT (-5.453620580414649 36.1358859882974)
